date,kib_bencana_id,disaster_type,province,city,district,village,posko_id,posko_name,item_category,item_name,unit,anomaly_type,severity,score,target_need_qty,current_stock_qty,requested_qty,distributed_qty,message,action_suggestion
2024-11-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-17,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-18,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-22,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-23,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-26,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-27,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-28,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-30,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-01,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-02,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-03,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-05,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-06,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-07,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-08,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-09,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-10,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-12,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-13,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-14,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-15,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-17,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-18,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,popok_bayi,pcs,critical_stock,high,1.0,0.0,0.0,0.0,0.0,Stok hanya 0.00 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.57,39.74,30.55,39.11,37.03,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.64,39.29,25.28,44.92,39.99,Stok hanya 0.36 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.52,28.75,24.9,31.49,28.0,Stok hanya 0.48 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-08,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,shelter,selimut,unit,critical_stock,medium,0.68,12.96,7.47,14.53,14.38,Stok hanya 0.32 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,shelter,selimut,unit,critical_stock,medium,0.58,10.12,7.72,10.63,10.34,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,shelter,selimut,unit,critical_stock,medium,0.62,10.16,6.95,11.68,11.76,Stok hanya 0.38 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,shelter,tikar,unit,demand_spike,medium,3.29,7.24,11.08,7.64,7.55,Kebutuhan melonjak 1.16x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Demon Pagong,Desa Wato Tikaile,POSKO-C3A95BD9,Desa Wato Tikaile,shelter,tikar,unit,critical_stock,medium,0.69,6.71,3.75,7.85,7.32,Stok hanya 0.31 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.57,8713.27,6788.14,9410.99,9681.9,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-14,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.58,7173.49,5421.48,7761.62,6588.59,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-26,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.5,7477.22,6670.4,7897.17,6869.91,Stok hanya 0.50 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-10,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.51,6600.56,5787.77,6826.1,7104.29,Stok hanya 0.49 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.6,5918.85,4248.63,6238.77,6524.7,Stok hanya 0.40 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_bersih,liter,critical_stock,medium,0.51,6760.82,6019.64,7836.4,6954.42,Stok hanya 0.49 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,air_sanitasi,air_minum,liter,critical_stock,medium,0.63,1020.77,682.78,1077.13,1078.9,Stok hanya 0.37 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-10,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,hygiene_kit,paket,critical_stock,medium,0.57,45.68,35.17,46.8,40.5,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,hygiene_kit,paket,demand_spike,medium,3.26,42.38,57.36,46.7,40.1,Kebutuhan melonjak 1.13x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-10,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.61,564.0,398.27,641.9,629.35,Stok hanya 0.39 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-27,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kesehatan,obat_ispa,paket,demand_spike,medium,3.84,58.14,344.08,62.68,53.07,Kebutuhan melonjak 1.28x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kesehatan,obat_ispa,paket,critical_stock,medium,0.57,40.92,31.65,46.6,40.11,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kesehatan,obat_ispa,paket,critical_stock,medium,0.63,43.22,28.6,50.64,50.85,Stok hanya 0.37 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,pembalut,pcs,critical_stock,medium,0.54,60.99,50.06,64.01,54.43,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,pembalut,pcs,critical_stock,medium,0.71,50.13,26.17,56.23,57.01,Stok hanya 0.29 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-05,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,popok_bayi,pcs,critical_stock,medium,0.61,88.12,61.74,97.92,102.32,Stok hanya 0.39 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-13,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,kebersihan,popok_bayi,pcs,demand_spike,medium,3.37,96.0,197.66,93.22,93.56,Kebutuhan melonjak 1.16x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-11-28,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,perbekalan_pangan,protein_kaleng,kaleng,demand_spike,high,4.65,170.93,578.78,174.28,159.0,Kebutuhan melonjak 1.12x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.53,124.89,106.28,144.5,142.48,Stok hanya 0.47 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.6,116.11,83.89,130.13,111.82,Stok hanya 0.40 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.68,127.27,73.88,144.61,130.12,Stok hanya 0.32 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-06,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,shelter,selimut,unit,critical_stock,medium,0.5,51.96,46.55,57.55,56.59,Stok hanya 0.50 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-13,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,shelter,selimut,unit,demand_spike,high,4.87,55.03,207.42,63.89,62.53,Kebutuhan melonjak 1.10x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-11-22,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,shelter,tikar,unit,demand_spike,medium,3.15,43.9,164.37,42.48,41.12,Kebutuhan melonjak 1.15x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-15,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Sikka,Talibura,Desa Timu Tawa,POSKO-C923E3F2,Desa Timu Tawa,shelter,tikar,unit,critical_stock,medium,0.69,33.81,18.84,38.99,40.74,Stok hanya 0.31 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Wulang Gitang,Desa Pululera,POSKO-CE24632F,Desa Pululera,air_sanitasi,air_minum,liter,critical_stock,medium,0.51,1231.25,1078.68,1402.81,1300.21,Stok hanya 0.49 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-09,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Wulang Gitang,Desa Pululera,POSKO-CE24632F,Desa Pululera,kebersihan,hygiene_kit,paket,critical_stock,medium,0.63,45.58,30.16,52.47,48.49,Stok hanya 0.37 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
