kib_bencana_id,disaster_type,posko_id,posko_name,item_category,item_name,unit,series_length,train_until,test_start,test_end,best_model,mae,mape
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-97F52777,Desa Watowara,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,8.6857,5.6676
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-97F52777,Desa Watowara,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.5943,3.7009
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-97F52777,Desa Watowara,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.4449,4.6935
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,14.8439,2.6883
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,4.0029,4.4261
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.4229,3.1497
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.0686,2.1689
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,3.1157,4.2338
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.0686,3.7121
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.1629,3.9909
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1339,2.9846
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2335,4.2517
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.71,6.6256
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2696,6.0675
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-99716D0E,Kelurahan Waihali,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.1114,3.6827
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,11.1643,5.7992
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.9257,5.767
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1965,3.9904
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.039,4.9932
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.94,3.4127
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.4398,2.1394
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.04,4.8559
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.0714,4.5531
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0,0.0
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1335,3.4228
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0422,3.5662
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9B388FE3,Desa Leraboleng,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.03,3.444
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,325.5457,4.4557
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,50.4769,3.8823
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,naive_last,8.9871,4.5437
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.3629,3.1669
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,46.0967,4.6529
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,22.7349,2.8792
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.4237,4.1207
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,3.1159,5.3457
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,3.2067,4.3549
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,7.6571,5.0636
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.3314,3.6956
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-9C9DC90A,Posko Bokang Wulumatang,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.4271,3.3783
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,139.5114,6.3145
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,17.4478,4.762
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,3.9771,7.3972
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.4671,3.8134
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,9.2129,3.2417
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,naive_last,13.33,6.2383
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,naive_last,1.0057,6.2759
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.9208,5.2936
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.8057,5.5986
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.4194,5.2349
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.9098,5.1548
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-A5F8DDA9,Desa Duli Jaya,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.62,5.2537
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,8.9667,4.9562
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.69,5.1805
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2743,5.5446
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.0443,5.5393
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.0306,3.9608
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.7743,3.7589
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0263,3.4862
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0747,4.9176
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0,0.0
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.1514,4.0438
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.0814,7.0396
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-AA826FE7,Desa Nawakote (Bue Wolo + Waimuring),shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.04,4.6579
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,20.84,3.1699
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,4.3729,3.927
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.0657,6.459
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.1214,2.6282
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,4.4071,5.1414
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,naive_last,2.9486,4.3201
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.3186,5.532
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2022,3.8753
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.6416,4.5993
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.5886,4.5481
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2882,4.6509
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BC54869D,Kelurahan Lewolere,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.2114,5.3776
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,44.1486,5.3519
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,8.178,5.6367
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.2576,5.4668
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.0729,2.4964
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,6.7351,5.6615
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,3.8286,4.5266
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.1043,4.528
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.3129,4.4445
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0,0.0
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.4014,7.7563
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.2031,4.5639
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BD56C170,Kelurahan Waibalun,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.1914,5.8789
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,72.3986,2.6013
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,22.8786,4.9581
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,4.1414,5.5943
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.5451,4.691
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,13.35,3.3612
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,13.0014,4.3336
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.4829,4.1852
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.1257,4.9199
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.9457,4.831
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.0092,3.673
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.3453,7.8517
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-BECFE24F,Maumere Lainnya,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.5271,4.0198
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,naive_last,558.45,4.6877
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,90.3629,4.1758
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,20.3114,6.108
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.852,7.2361
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,77.0629,4.6849
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,49.6214,3.9418
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,1.3257,4.0871
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,5.8014,6.174
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.0,0.0
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,16.4143,6.5095
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,2.6043,3.9406
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C007E24A,Desa Duntana Lewoingu,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.52,4.8414
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,18.0347,4.4149
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.0733,3.362
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,naive_last,0.4214,4.0438
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.1029,4.2391
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,3.3388,5.9128
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,perbekalan_pangan,mie_instan,bungkus,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,1.2465,3.1461
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,kesehatan,obat_ispa,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1559,4.56
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,kebersihan,pembalut,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1984,6.2682
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,kebersihan,popok_bayi,pcs,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.2986,5.0601
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,perbekalan_pangan,protein_kaleng,kaleng,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.3029,3.8646
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,shelter,selimut,unit,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.1598,4.5807
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C270E326,Desa Riang Kemie,shelter,tikar,unit,45,2024-12-14,2024-12-15,2024-12-21,seasonal_naive_7,0.0986,4.3387
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C3A95BD9,Desa Wato Tikaile,air_sanitasi,air_bersih,liter,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,92.2424,5.8259
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C3A95BD9,Desa Wato Tikaile,air_sanitasi,air_minum,liter,45,2024-12-14,2024-12-15,2024-12-21,naive_last,11.9914,4.4966
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C3A95BD9,Desa Wato Tikaile,perbekalan_pangan,beras,kg,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,2.8406,6.492
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C3A95BD9,Desa Wato Tikaile,kebersihan,hygiene_kit,paket,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,0.3292,6.0712
BNC-2024-GM-LEWOTOBI,gunung_meletus,POSKO-C3A95BD9,Desa Wato Tikaile,kesehatan,masker,pcs,45,2024-12-14,2024-12-15,2024-12-21,moving_average_7,8.5092,3.8224
